id,row,col,time, time_delta(s) 
8,99,51,2022-01-30 15:00:46,46
8,96,52,2022-01-30 15:00:47,47
8,93,52,2022-01-30 15:00:48,48
8,90,52,2022-01-30 15:00:49,49
8,87,52,2022-01-30 15:00:50,50
8,84,52,2022-01-30 15:00:51,51
8,81,52,2022-01-30 15:00:52,52
8,78,52,2022-01-30 15:00:53,53
8,75,52,2022-01-30 15:00:54,54
8,72,52,2022-01-30 15:00:55,55
8,69,52,2022-01-30 15:00:56,56
8,66,52,2022-01-30 15:00:57,57
8,63,52,2022-01-30 15:00:58,58
8,60,52,2022-01-30 15:00:59,59
8,57,52,2022-01-30 15:01:00,60
8,54,52,2022-01-30 15:01:01,61
8,51,52,2022-01-30 15:01:02,62
8,48,52,2022-01-30 15:01:03,63
8,45,52,2022-01-30 15:01:04,64
8,42,52,2022-01-30 15:01:05,65
8,39,52,2022-01-30 15:01:06,66
8,36,52,2022-01-30 15:01:07,67
8,33,52,2022-01-30 15:01:08,68
8,30,52,2022-01-30 15:01:09,69
8,27,52,2022-01-30 15:01:10,70
8,24,52,2022-01-30 15:01:11,71
8,21,52,2022-01-30 15:01:12,72
8,18,52,2022-01-30 15:01:13,73
8,15,52,2022-01-30 15:01:14,74
8,12,52,2022-01-30 15:01:15,75
8,9,52,2022-01-30 15:01:16,76
8,6,52,2022-01-30 15:01:17,77
8,6,52,2022-01-30 15:01:18,78
8,6,52,2022-01-30 15:01:19,79
8,6,52,2022-01-30 15:01:20,80
8,6,52,2022-01-30 15:01:21,81
8,6,52,2022-01-30 15:01:22,82
8,6,52,2022-01-30 15:01:23,83
8,6,52,2022-01-30 15:01:24,84
8,6,52,2022-01-30 15:01:25,85
8,6,52,2022-01-30 15:01:26,86
8,6,52,2022-01-30 15:01:27,87
8,6,52,2022-01-30 15:01:28,88
8,6,52,2022-01-30 15:01:29,89
8,6,52,2022-01-30 15:01:30,90
8,6,52,2022-01-30 15:01:31,91
8,6,52,2022-01-30 15:01:32,92
8,6,52,2022-01-30 15:01:33,93
8,6,52,2022-01-30 15:01:34,94
8,6,52,2022-01-30 15:01:35,95
8,6,52,2022-01-30 15:01:36,96
8,6,52,2022-01-30 15:01:37,97
8,6,52,2022-01-30 15:01:38,98
8,6,52,2022-01-30 15:01:39,99
8,6,52,2022-01-30 15:01:40,100
8,6,52,2022-01-30 15:01:41,101
8,6,52,2022-01-30 15:01:42,102
8,6,52,2022-01-30 15:01:43,103
8,6,52,2022-01-30 15:01:44,104
8,6,52,2022-01-30 15:01:45,105
8,6,52,2022-01-30 15:01:46,106
8,6,52,2022-01-30 15:01:47,107
8,6,52,2022-01-30 15:01:48,108
8,6,52,2022-01-30 15:01:49,109
8,6,52,2022-01-30 15:01:50,110
8,6,52,2022-01-30 15:01:51,111
8,6,52,2022-01-30 15:01:52,112
8,6,52,2022-01-30 15:01:53,113
8,6,52,2022-01-30 15:01:54,114
8,6,52,2022-01-30 15:01:55,115
8,6,52,2022-01-30 15:01:56,116
8,6,52,2022-01-30 15:01:57,117
8,6,52,2022-01-30 15:01:58,118
8,6,52,2022-01-30 15:01:59,119
8,6,52,2022-01-30 15:02:00,120
8,6,52,2022-01-30 15:02:01,121
8,6,52,2022-01-30 15:02:02,122
8,6,52,2022-01-30 15:02:03,123
8,6,52,2022-01-30 15:02:04,124
8,6,52,2022-01-30 15:02:05,125
8,6,52,2022-01-30 15:02:06,126
8,6,52,2022-01-30 15:02:07,127
8,6,52,2022-01-30 15:02:08,128
8,6,52,2022-01-30 15:02:09,129
8,6,52,2022-01-30 15:02:10,130
8,6,52,2022-01-30 15:02:11,131
8,6,52,2022-01-30 15:02:12,132
8,6,52,2022-01-30 15:02:13,133
8,6,52,2022-01-30 15:02:14,134
8,6,52,2022-01-30 15:02:15,135
8,6,52,2022-01-30 15:02:16,136
8,6,52,2022-01-30 15:02:17,137
8,6,52,2022-01-30 15:02:18,138
8,6,52,2022-01-30 15:02:19,139
8,6,52,2022-01-30 15:02:20,140
8,6,52,2022-01-30 15:02:21,141
8,6,52,2022-01-30 15:02:22,142
8,6,52,2022-01-30 15:02:23,143
8,6,52,2022-01-30 15:02:24,144
8,6,52,2022-01-30 15:02:25,145
8,6,52,2022-01-30 15:02:26,146
8,6,52,2022-01-30 15:02:27,147
8,6,52,2022-01-30 15:02:28,148
8,6,52,2022-01-30 15:02:29,149
8,6,52,2022-01-30 15:02:30,150
8,6,52,2022-01-30 15:02:31,151
8,6,52,2022-01-30 15:02:32,152
8,6,52,2022-01-30 15:02:33,153
8,6,52,2022-01-30 15:02:34,154
8,6,52,2022-01-30 15:02:35,155
8,6,52,2022-01-30 15:02:36,156
8,6,52,2022-01-30 15:02:37,157
8,6,52,2022-01-30 15:02:38,158
8,6,52,2022-01-30 15:02:39,159
8,6,52,2022-01-30 15:02:40,160
8,6,52,2022-01-30 15:02:41,161
8,6,52,2022-01-30 15:02:42,162
8,6,52,2022-01-30 15:02:43,163
8,6,52,2022-01-30 15:02:44,164
8,6,52,2022-01-30 15:02:45,165
8,6,52,2022-01-30 15:02:46,166
8,6,52,2022-01-30 15:02:47,167
8,6,52,2022-01-30 15:02:48,168
8,6,52,2022-01-30 15:02:49,169
8,6,52,2022-01-30 15:02:50,170
8,6,52,2022-01-30 15:02:51,171
8,6,52,2022-01-30 15:02:52,172
8,6,52,2022-01-30 15:02:53,173
8,6,52,2022-01-30 15:02:54,174
8,6,52,2022-01-30 15:02:55,175
8,6,52,2022-01-30 15:02:56,176
8,6,52,2022-01-30 15:02:57,177
8,6,52,2022-01-30 15:02:58,178
8,6,52,2022-01-30 15:02:59,179
8,6,52,2022-01-30 15:03:00,180
8,6,52,2022-01-30 15:03:01,181
8,6,52,2022-01-30 15:03:02,182
