id,row,col,time, time_delta(s) 
32,99,51,2022-01-30 15:59:41,3581
32,96,50,2022-01-30 15:59:42,3582
32,93,50,2022-01-30 15:59:43,3583
32,92,47,2022-01-30 15:59:44,3584
32,92,44,2022-01-30 15:59:45,3585
32,92,41,2022-01-30 15:59:46,3586
32,92,38,2022-01-30 15:59:47,3587
32,92,35,2022-01-30 15:59:48,3588
32,92,32,2022-01-30 15:59:49,3589
32,92,32,2022-01-30 15:59:50,3590
32,92,32,2022-01-30 15:59:51,3591
32,92,32,2022-01-30 15:59:52,3592
32,92,32,2022-01-30 15:59:53,3593
32,92,32,2022-01-30 15:59:54,3594
32,92,32,2022-01-30 15:59:55,3595
32,92,32,2022-01-30 15:59:56,3596
32,92,32,2022-01-30 15:59:57,3597
32,92,32,2022-01-30 15:59:58,3598
32,92,32,2022-01-30 15:59:59,3599
32,92,32,2022-01-30 16:00:00,3600
32,92,32,2022-01-30 16:00:01,3601
32,92,32,2022-01-30 16:00:02,3602
32,92,32,2022-01-30 16:00:03,3603
32,92,32,2022-01-30 16:00:04,3604
32,92,32,2022-01-30 16:00:05,3605
32,92,32,2022-01-30 16:00:06,3606
32,92,32,2022-01-30 16:00:07,3607
32,92,32,2022-01-30 16:00:08,3608
32,92,32,2022-01-30 16:00:09,3609
32,92,32,2022-01-30 16:00:10,3610
32,92,32,2022-01-30 16:00:11,3611
32,92,32,2022-01-30 16:00:12,3612
32,92,32,2022-01-30 16:00:13,3613
32,92,32,2022-01-30 16:00:14,3614
32,92,32,2022-01-30 16:00:15,3615
32,92,32,2022-01-30 16:00:16,3616
32,92,32,2022-01-30 16:00:17,3617
32,92,32,2022-01-30 16:00:18,3618
32,92,32,2022-01-30 16:00:19,3619
32,92,32,2022-01-30 16:00:20,3620
32,92,32,2022-01-30 16:00:21,3621
32,92,32,2022-01-30 16:00:22,3622
32,92,32,2022-01-30 16:00:23,3623
32,92,32,2022-01-30 16:00:24,3624
32,92,32,2022-01-30 16:00:25,3625
32,92,32,2022-01-30 16:00:26,3626
32,92,32,2022-01-30 16:00:27,3627
32,92,32,2022-01-30 16:00:28,3628
32,92,32,2022-01-30 16:00:29,3629
32,92,32,2022-01-30 16:00:30,3630
32,92,32,2022-01-30 16:00:31,3631
32,92,32,2022-01-30 16:00:32,3632
32,92,32,2022-01-30 16:00:33,3633
32,92,32,2022-01-30 16:00:34,3634
32,92,32,2022-01-30 16:00:35,3635
32,92,32,2022-01-30 16:00:36,3636
32,92,32,2022-01-30 16:00:37,3637
32,92,32,2022-01-30 16:00:38,3638
32,92,32,2022-01-30 16:00:39,3639
32,92,32,2022-01-30 16:00:40,3640
32,92,32,2022-01-30 16:00:41,3641
32,92,32,2022-01-30 16:00:42,3642
32,92,32,2022-01-30 16:00:43,3643
32,92,32,2022-01-30 16:00:44,3644
32,92,32,2022-01-30 16:00:45,3645
32,92,32,2022-01-30 16:00:46,3646
32,92,32,2022-01-30 16:00:47,3647
32,92,32,2022-01-30 16:00:48,3648
32,92,32,2022-01-30 16:00:49,3649
32,92,32,2022-01-30 16:00:50,3650
32,92,32,2022-01-30 16:00:51,3651
32,92,32,2022-01-30 16:00:52,3652
32,92,32,2022-01-30 16:00:53,3653
32,92,32,2022-01-30 16:00:54,3654
32,92,32,2022-01-30 16:00:55,3655
32,92,32,2022-01-30 16:00:56,3656
32,92,32,2022-01-30 16:00:57,3657
32,92,32,2022-01-30 16:00:58,3658
32,92,32,2022-01-30 16:00:59,3659
32,92,32,2022-01-30 16:01:00,3660
32,92,32,2022-01-30 16:01:01,3661
32,92,32,2022-01-30 16:01:02,3662
32,92,32,2022-01-30 16:01:03,3663
32,92,32,2022-01-30 16:01:04,3664
32,92,32,2022-01-30 16:01:05,3665
32,92,32,2022-01-30 16:01:06,3666
32,92,32,2022-01-30 16:01:07,3667
32,92,32,2022-01-30 16:01:08,3668
32,92,32,2022-01-30 16:01:09,3669
32,92,32,2022-01-30 16:01:10,3670
