id,row,col,time, time_delta(s) 
38,99,51,2022-01-30 16:04:53,3893
38,96,50,2022-01-30 16:04:54,3894
38,93,50,2022-01-30 16:04:55,3895
38,90,47,2022-01-30 16:04:56,3896
38,87,44,2022-01-30 16:04:57,3897
38,84,41,2022-01-30 16:04:58,3898
38,81,38,2022-01-30 16:04:59,3899
38,78,35,2022-01-30 16:05:00,3900
38,75,32,2022-01-30 16:05:01,3901
38,72,29,2022-01-30 16:05:02,3902
38,69,26,2022-01-30 16:05:03,3903
38,66,23,2022-01-30 16:05:04,3904
38,63,21,2022-01-30 16:05:05,3905
38,60,21,2022-01-30 16:05:06,3906
38,57,21,2022-01-30 16:05:07,3907
38,54,21,2022-01-30 16:05:08,3908
38,51,21,2022-01-30 16:05:09,3909
38,48,21,2022-01-30 16:05:10,3910
38,45,21,2022-01-30 16:05:11,3911
38,42,18,2022-01-30 16:05:12,3912
38,39,15,2022-01-30 16:05:13,3913
38,37,12,2022-01-30 16:05:14,3914
38,37,9,2022-01-30 16:05:15,3915
38,37,9,2022-01-30 16:05:16,3916
38,37,9,2022-01-30 16:05:17,3917
38,37,9,2022-01-30 16:05:18,3918
38,37,9,2022-01-30 16:05:19,3919
38,37,9,2022-01-30 16:05:20,3920
38,37,9,2022-01-30 16:05:21,3921
38,37,9,2022-01-30 16:05:22,3922
38,37,9,2022-01-30 16:05:23,3923
38,37,9,2022-01-30 16:05:24,3924
38,37,9,2022-01-30 16:05:25,3925
38,37,9,2022-01-30 16:05:26,3926
38,37,9,2022-01-30 16:05:27,3927
38,37,9,2022-01-30 16:05:28,3928
38,37,9,2022-01-30 16:05:29,3929
38,37,9,2022-01-30 16:05:30,3930
38,37,9,2022-01-30 16:05:31,3931
38,37,9,2022-01-30 16:05:32,3932
38,37,9,2022-01-30 16:05:33,3933
38,37,9,2022-01-30 16:05:34,3934
38,37,9,2022-01-30 16:05:35,3935
38,37,9,2022-01-30 16:05:36,3936
38,37,9,2022-01-30 16:05:37,3937
38,37,9,2022-01-30 16:05:38,3938
38,37,9,2022-01-30 16:05:39,3939
38,37,9,2022-01-30 16:05:40,3940
38,37,9,2022-01-30 16:05:41,3941
38,37,9,2022-01-30 16:05:42,3942
38,37,9,2022-01-30 16:05:43,3943
38,37,9,2022-01-30 16:05:44,3944
38,37,9,2022-01-30 16:05:45,3945
38,37,9,2022-01-30 16:05:46,3946
38,37,9,2022-01-30 16:05:47,3947
38,37,9,2022-01-30 16:05:48,3948
38,37,9,2022-01-30 16:05:49,3949
38,37,9,2022-01-30 16:05:50,3950
38,37,9,2022-01-30 16:05:51,3951
38,37,9,2022-01-30 16:05:52,3952
38,37,9,2022-01-30 16:05:53,3953
38,37,9,2022-01-30 16:05:54,3954
38,37,9,2022-01-30 16:05:55,3955
38,37,9,2022-01-30 16:05:56,3956
38,37,9,2022-01-30 16:05:57,3957
38,37,9,2022-01-30 16:05:58,3958
38,37,9,2022-01-30 16:05:59,3959
38,37,9,2022-01-30 16:06:00,3960
38,37,9,2022-01-30 16:06:01,3961
38,37,9,2022-01-30 16:06:02,3962
38,37,9,2022-01-30 16:06:03,3963
38,37,9,2022-01-30 16:06:04,3964
38,37,9,2022-01-30 16:06:05,3965
38,37,9,2022-01-30 16:06:06,3966
38,37,9,2022-01-30 16:06:07,3967
38,37,9,2022-01-30 16:06:08,3968
38,37,9,2022-01-30 16:06:09,3969
38,37,9,2022-01-30 16:06:10,3970
38,37,9,2022-01-30 16:06:11,3971
38,37,9,2022-01-30 16:06:12,3972
38,37,9,2022-01-30 16:06:13,3973
38,37,9,2022-01-30 16:06:14,3974
38,37,9,2022-01-30 16:06:15,3975
38,37,9,2022-01-30 16:06:16,3976
38,37,9,2022-01-30 16:06:17,3977
