id,row,col,time, time_delta(s) 
82,99,51,2022-01-30 16:29:46,5386
82,96,52,2022-01-30 16:29:47,5387
82,93,52,2022-01-30 16:29:48,5388
82,90,52,2022-01-30 16:29:49,5389
82,87,52,2022-01-30 16:29:50,5390
82,84,52,2022-01-30 16:29:51,5391
82,81,52,2022-01-30 16:29:52,5392
82,78,52,2022-01-30 16:29:53,5393
82,75,52,2022-01-30 16:29:54,5394
82,72,52,2022-01-30 16:29:55,5395
82,69,52,2022-01-30 16:29:56,5396
82,66,52,2022-01-30 16:29:57,5397
82,63,52,2022-01-30 16:29:58,5398
82,60,52,2022-01-30 16:29:59,5399
82,57,52,2022-01-30 16:30:00,5400
82,54,52,2022-01-30 16:30:01,5401
82,51,52,2022-01-30 16:30:02,5402
82,48,52,2022-01-30 16:30:03,5403
82,45,52,2022-01-30 16:30:04,5404
82,42,52,2022-01-30 16:30:05,5405
82,39,52,2022-01-30 16:30:06,5406
82,36,52,2022-01-30 16:30:07,5407
82,33,52,2022-01-30 16:30:08,5408
82,30,52,2022-01-30 16:30:09,5409
82,27,52,2022-01-30 16:30:10,5410
82,27,52,2022-01-30 16:30:11,5411
82,27,52,2022-01-30 16:30:12,5412
82,27,52,2022-01-30 16:30:13,5413
82,27,52,2022-01-30 16:30:14,5414
82,27,52,2022-01-30 16:30:15,5415
82,27,52,2022-01-30 16:30:16,5416
82,27,52,2022-01-30 16:30:17,5417
82,27,52,2022-01-30 16:30:18,5418
82,27,52,2022-01-30 16:30:19,5419
82,27,52,2022-01-30 16:30:20,5420
82,27,52,2022-01-30 16:30:21,5421
82,27,52,2022-01-30 16:30:22,5422
82,27,52,2022-01-30 16:30:23,5423
82,27,52,2022-01-30 16:30:24,5424
82,27,52,2022-01-30 16:30:25,5425
82,27,52,2022-01-30 16:30:26,5426
82,27,52,2022-01-30 16:30:27,5427
82,27,52,2022-01-30 16:30:28,5428
82,27,52,2022-01-30 16:30:29,5429
82,27,52,2022-01-30 16:30:30,5430
82,27,52,2022-01-30 16:30:31,5431
82,27,52,2022-01-30 16:30:32,5432
82,27,52,2022-01-30 16:30:33,5433
82,27,52,2022-01-30 16:30:34,5434
82,27,52,2022-01-30 16:30:35,5435
82,27,52,2022-01-30 16:30:36,5436
82,27,52,2022-01-30 16:30:37,5437
82,27,52,2022-01-30 16:30:38,5438
82,27,52,2022-01-30 16:30:39,5439
82,27,52,2022-01-30 16:30:40,5440
82,27,52,2022-01-30 16:30:41,5441
82,27,52,2022-01-30 16:30:42,5442
82,27,52,2022-01-30 16:30:43,5443
82,27,52,2022-01-30 16:30:44,5444
82,27,52,2022-01-30 16:30:45,5445
82,27,52,2022-01-30 16:30:46,5446
82,27,52,2022-01-30 16:30:47,5447
82,27,52,2022-01-30 16:30:48,5448
82,27,52,2022-01-30 16:30:49,5449
82,27,52,2022-01-30 16:30:50,5450
82,27,52,2022-01-30 16:30:51,5451
82,27,52,2022-01-30 16:30:52,5452
82,27,52,2022-01-30 16:30:53,5453
82,27,52,2022-01-30 16:30:54,5454
82,27,52,2022-01-30 16:30:55,5455
82,27,52,2022-01-30 16:30:56,5456
82,27,52,2022-01-30 16:30:57,5457
82,27,52,2022-01-30 16:30:58,5458
82,27,52,2022-01-30 16:30:59,5459
82,27,52,2022-01-30 16:31:00,5460
82,27,52,2022-01-30 16:31:01,5461
82,27,52,2022-01-30 16:31:02,5462
82,27,52,2022-01-30 16:31:03,5463
82,27,52,2022-01-30 16:31:04,5464
82,27,52,2022-01-30 16:31:05,5465
82,27,52,2022-01-30 16:31:06,5466
82,27,52,2022-01-30 16:31:07,5467
82,27,52,2022-01-30 16:31:08,5468
82,27,52,2022-01-30 16:31:09,5469
82,27,52,2022-01-30 16:31:10,5470
82,99,51,2022-01-30 16:31:11,5471
82,96,52,2022-01-30 16:31:12,5472
82,93,52,2022-01-30 16:31:13,5473
82,90,52,2022-01-30 16:31:14,5474
82,87,52,2022-01-30 16:31:15,5475
82,84,52,2022-01-30 16:31:16,5476
82,81,52,2022-01-30 16:31:17,5477
82,78,52,2022-01-30 16:31:18,5478
82,75,52,2022-01-30 16:31:19,5479
82,72,52,2022-01-30 16:31:20,5480
82,69,52,2022-01-30 16:31:21,5481
82,66,52,2022-01-30 16:31:22,5482
82,63,52,2022-01-30 16:31:23,5483
82,60,52,2022-01-30 16:31:24,5484
82,57,52,2022-01-30 16:31:25,5485
82,54,52,2022-01-30 16:31:26,5486
82,51,52,2022-01-30 16:31:27,5487
82,48,52,2022-01-30 16:31:28,5488
82,45,52,2022-01-30 16:31:29,5489
82,42,52,2022-01-30 16:31:30,5490
82,39,52,2022-01-30 16:31:31,5491
82,36,52,2022-01-30 16:31:32,5492
82,33,52,2022-01-30 16:31:33,5493
82,30,52,2022-01-30 16:31:34,5494
82,27,52,2022-01-30 16:31:35,5495
82,27,52,2022-01-30 16:31:36,5496
82,27,52,2022-01-30 16:31:37,5497
82,27,52,2022-01-30 16:31:38,5498
82,27,52,2022-01-30 16:31:39,5499
82,27,52,2022-01-30 16:31:40,5500
82,27,52,2022-01-30 16:31:41,5501
82,27,52,2022-01-30 16:31:42,5502
82,27,52,2022-01-30 16:31:43,5503
82,27,52,2022-01-30 16:31:44,5504
82,27,52,2022-01-30 16:31:45,5505
82,27,52,2022-01-30 16:31:46,5506
82,27,52,2022-01-30 16:31:47,5507
82,27,52,2022-01-30 16:31:48,5508
82,27,52,2022-01-30 16:31:49,5509
82,27,52,2022-01-30 16:31:50,5510
82,27,52,2022-01-30 16:31:51,5511
82,27,52,2022-01-30 16:31:52,5512
82,27,52,2022-01-30 16:31:53,5513
82,27,52,2022-01-30 16:31:54,5514
82,27,52,2022-01-30 16:31:55,5515
82,27,52,2022-01-30 16:31:56,5516
82,27,52,2022-01-30 16:31:57,5517
82,27,52,2022-01-30 16:31:58,5518
82,27,52,2022-01-30 16:31:59,5519
82,27,52,2022-01-30 16:32:00,5520
82,27,52,2022-01-30 16:32:01,5521
82,27,52,2022-01-30 16:32:02,5522
82,27,52,2022-01-30 16:32:03,5523
82,27,52,2022-01-30 16:32:04,5524
82,27,52,2022-01-30 16:32:05,5525
82,27,52,2022-01-30 16:32:06,5526
82,27,52,2022-01-30 16:32:07,5527
82,27,52,2022-01-30 16:32:08,5528
82,27,52,2022-01-30 16:32:09,5529
82,27,52,2022-01-30 16:32:10,5530
82,27,52,2022-01-30 16:32:11,5531
82,27,52,2022-01-30 16:32:12,5532
82,27,52,2022-01-30 16:32:13,5533
82,27,52,2022-01-30 16:32:14,5534
82,27,52,2022-01-30 16:32:15,5535
82,27,52,2022-01-30 16:32:16,5536
82,27,52,2022-01-30 16:32:17,5537
82,27,52,2022-01-30 16:32:18,5538
82,27,52,2022-01-30 16:32:19,5539
82,27,52,2022-01-30 16:32:20,5540
82,27,52,2022-01-30 16:32:21,5541
82,27,52,2022-01-30 16:32:22,5542
82,27,52,2022-01-30 16:32:23,5543
82,27,52,2022-01-30 16:32:24,5544
82,27,52,2022-01-30 16:32:25,5545
82,27,52,2022-01-30 16:32:26,5546
82,27,52,2022-01-30 16:32:27,5547
82,27,52,2022-01-30 16:32:28,5548
82,27,52,2022-01-30 16:32:29,5549
82,27,52,2022-01-30 16:32:30,5550
82,27,52,2022-01-30 16:32:31,5551
82,27,52,2022-01-30 16:32:32,5552
82,27,52,2022-01-30 16:32:33,5553
82,27,52,2022-01-30 16:32:34,5554
82,27,52,2022-01-30 16:32:35,5555
82,27,52,2022-01-30 16:32:36,5556
82,30,49,2022-01-30 16:32:37,5557
82,33,46,2022-01-30 16:32:38,5558
82,36,43,2022-01-30 16:32:39,5559
82,36,40,2022-01-30 16:32:40,5560
82,35,37,2022-01-30 16:32:41,5561
82,34,34,2022-01-30 16:32:42,5562
82,35,31,2022-01-30 16:32:43,5563
82,34,28,2022-01-30 16:32:44,5564
82,35,25,2022-01-30 16:32:45,5565
82,38,25,2022-01-30 16:32:46,5566
82,41,25,2022-01-30 16:32:47,5567
82,44,25,2022-01-30 16:32:48,5568
82,47,25,2022-01-30 16:32:49,5569
82,50,25,2022-01-30 16:32:50,5570
82,53,24,2022-01-30 16:32:51,5571
82,53,24,2022-01-30 16:32:52,5572
82,53,24,2022-01-30 16:32:53,5573
82,53,24,2022-01-30 16:32:54,5574
82,53,24,2022-01-30 16:32:55,5575
82,53,24,2022-01-30 16:32:56,5576
82,53,24,2022-01-30 16:32:57,5577
82,53,24,2022-01-30 16:32:58,5578
82,53,24,2022-01-30 16:32:59,5579
82,53,24,2022-01-30 16:33:00,5580
82,53,24,2022-01-30 16:33:01,5581
82,53,24,2022-01-30 16:33:02,5582
82,53,24,2022-01-30 16:33:03,5583
82,53,24,2022-01-30 16:33:04,5584
82,53,24,2022-01-30 16:33:05,5585
82,53,24,2022-01-30 16:33:06,5586
82,53,24,2022-01-30 16:33:07,5587
82,53,24,2022-01-30 16:33:08,5588
