id,row,col,time, time_delta(s) 
69,99,51,2022-01-30 16:23:31,5011
69,96,50,2022-01-30 16:23:32,5012
69,93,50,2022-01-30 16:23:33,5013
69,90,47,2022-01-30 16:23:34,5014
69,87,44,2022-01-30 16:23:35,5015
69,84,41,2022-01-30 16:23:36,5016
69,81,38,2022-01-30 16:23:37,5017
69,78,35,2022-01-30 16:23:38,5018
69,75,32,2022-01-30 16:23:39,5019
69,72,29,2022-01-30 16:23:40,5020
69,69,26,2022-01-30 16:23:41,5021
69,66,23,2022-01-30 16:23:42,5022
69,63,21,2022-01-30 16:23:43,5023
69,60,21,2022-01-30 16:23:44,5024
69,57,21,2022-01-30 16:23:45,5025
69,54,21,2022-01-30 16:23:46,5026
69,51,21,2022-01-30 16:23:47,5027
69,48,21,2022-01-30 16:23:48,5028
69,45,21,2022-01-30 16:23:49,5029
69,42,18,2022-01-30 16:23:50,5030
69,39,15,2022-01-30 16:23:51,5031
69,36,12,2022-01-30 16:23:52,5032
69,33,9,2022-01-30 16:23:53,5033
69,30,7,2022-01-30 16:23:54,5034
69,27,7,2022-01-30 16:23:55,5035
69,24,7,2022-01-30 16:23:56,5036
69,24,7,2022-01-30 16:23:57,5037
69,24,7,2022-01-30 16:23:58,5038
69,24,7,2022-01-30 16:23:59,5039
69,24,7,2022-01-30 16:24:00,5040
69,24,7,2022-01-30 16:24:01,5041
69,24,7,2022-01-30 16:24:02,5042
69,24,7,2022-01-30 16:24:03,5043
69,24,7,2022-01-30 16:24:04,5044
69,24,7,2022-01-30 16:24:05,5045
69,24,7,2022-01-30 16:24:06,5046
69,24,7,2022-01-30 16:24:07,5047
69,24,7,2022-01-30 16:24:08,5048
69,24,7,2022-01-30 16:24:09,5049
69,24,7,2022-01-30 16:24:10,5050
69,24,7,2022-01-30 16:24:11,5051
69,24,7,2022-01-30 16:24:12,5052
69,24,7,2022-01-30 16:24:13,5053
69,24,7,2022-01-30 16:24:14,5054
69,24,7,2022-01-30 16:24:15,5055
69,24,7,2022-01-30 16:24:16,5056
69,24,7,2022-01-30 16:24:17,5057
69,24,7,2022-01-30 16:24:18,5058
69,24,7,2022-01-30 16:24:19,5059
69,24,7,2022-01-30 16:24:20,5060
69,24,7,2022-01-30 16:24:21,5061
69,24,7,2022-01-30 16:24:22,5062
69,24,7,2022-01-30 16:24:23,5063
69,24,7,2022-01-30 16:24:24,5064
69,24,7,2022-01-30 16:24:25,5065
69,24,7,2022-01-30 16:24:26,5066
69,24,7,2022-01-30 16:24:27,5067
69,24,7,2022-01-30 16:24:28,5068
69,24,7,2022-01-30 16:24:29,5069
69,24,7,2022-01-30 16:24:30,5070
69,24,7,2022-01-30 16:24:31,5071
69,24,7,2022-01-30 16:24:32,5072
69,24,7,2022-01-30 16:24:33,5073
69,24,7,2022-01-30 16:24:34,5074
69,24,7,2022-01-30 16:24:35,5075
69,24,7,2022-01-30 16:24:36,5076
69,24,7,2022-01-30 16:24:37,5077
69,24,7,2022-01-30 16:24:38,5078
69,24,7,2022-01-30 16:24:39,5079
69,24,7,2022-01-30 16:24:40,5080
69,24,7,2022-01-30 16:24:41,5081
69,24,7,2022-01-30 16:24:42,5082
69,24,7,2022-01-30 16:24:43,5083
69,24,7,2022-01-30 16:24:44,5084
69,24,7,2022-01-30 16:24:45,5085
69,24,7,2022-01-30 16:24:46,5086
69,24,7,2022-01-30 16:24:47,5087
69,24,7,2022-01-30 16:24:48,5088
69,24,7,2022-01-30 16:24:49,5089
69,24,7,2022-01-30 16:24:50,5090
69,24,7,2022-01-30 16:24:51,5091
69,24,7,2022-01-30 16:24:52,5092
69,24,7,2022-01-30 16:24:53,5093
69,24,7,2022-01-30 16:24:54,5094
69,24,7,2022-01-30 16:24:55,5095
69,24,7,2022-01-30 16:24:56,5096
69,24,7,2022-01-30 16:24:57,5097
69,24,7,2022-01-30 16:24:58,5098
69,24,7,2022-01-30 16:24:59,5099
69,24,7,2022-01-30 16:25:00,5100
69,24,7,2022-01-30 16:25:01,5101
69,24,7,2022-01-30 16:25:02,5102
69,24,7,2022-01-30 16:25:03,5103
69,24,7,2022-01-30 16:25:04,5104
69,24,7,2022-01-30 16:25:05,5105
69,24,7,2022-01-30 16:25:06,5106
69,24,7,2022-01-30 16:25:07,5107
69,24,7,2022-01-30 16:25:08,5108
69,24,7,2022-01-30 16:25:09,5109
69,24,7,2022-01-30 16:25:10,5110
69,24,7,2022-01-30 16:25:11,5111
69,24,7,2022-01-30 16:25:12,5112
69,24,7,2022-01-30 16:25:13,5113
69,24,7,2022-01-30 16:25:14,5114
69,24,7,2022-01-30 16:25:15,5115
69,24,7,2022-01-30 16:25:16,5116
69,24,7,2022-01-30 16:25:17,5117
69,24,7,2022-01-30 16:25:18,5118
69,24,7,2022-01-30 16:25:19,5119
69,24,7,2022-01-30 16:25:20,5120
69,24,7,2022-01-30 16:25:21,5121
69,24,7,2022-01-30 16:25:22,5122
69,24,7,2022-01-30 16:25:23,5123
69,24,7,2022-01-30 16:25:24,5124
69,24,7,2022-01-30 16:25:25,5125
69,24,7,2022-01-30 16:25:26,5126
69,24,7,2022-01-30 16:25:27,5127
69,24,7,2022-01-30 16:25:28,5128
69,24,7,2022-01-30 16:25:29,5129
69,24,7,2022-01-30 16:25:30,5130
69,24,7,2022-01-30 16:25:31,5131
69,24,7,2022-01-30 16:25:32,5132
69,24,7,2022-01-30 16:25:33,5133
69,24,7,2022-01-30 16:25:34,5134
69,24,7,2022-01-30 16:25:35,5135
69,24,7,2022-01-30 16:25:36,5136
69,24,7,2022-01-30 16:25:37,5137
69,24,7,2022-01-30 16:25:38,5138
69,24,7,2022-01-30 16:25:39,5139
69,24,7,2022-01-30 16:25:40,5140
69,24,7,2022-01-30 16:25:41,5141
69,24,7,2022-01-30 16:25:42,5142
69,24,7,2022-01-30 16:25:43,5143
69,24,7,2022-01-30 16:25:44,5144
69,24,7,2022-01-30 16:25:45,5145
69,24,7,2022-01-30 16:25:46,5146
69,24,7,2022-01-30 16:25:47,5147
69,24,7,2022-01-30 16:25:48,5148
69,24,7,2022-01-30 16:25:49,5149
69,24,7,2022-01-30 16:25:50,5150
69,24,7,2022-01-30 16:25:51,5151
69,24,7,2022-01-30 16:25:52,5152
69,24,7,2022-01-30 16:25:53,5153
69,24,7,2022-01-30 16:25:54,5154
69,24,7,2022-01-30 16:25:55,5155
69,24,7,2022-01-30 16:25:56,5156
69,24,7,2022-01-30 16:25:57,5157
69,24,7,2022-01-30 16:25:58,5158
69,24,7,2022-01-30 16:25:59,5159
69,24,7,2022-01-30 16:26:00,5160
69,24,7,2022-01-30 16:26:01,5161
69,24,7,2022-01-30 16:26:02,5162
69,24,7,2022-01-30 16:26:03,5163
69,24,7,2022-01-30 16:26:04,5164
69,24,7,2022-01-30 16:26:05,5165
69,24,7,2022-01-30 16:26:06,5166
69,24,7,2022-01-30 16:26:07,5167
69,24,7,2022-01-30 16:26:08,5168
69,24,7,2022-01-30 16:26:09,5169
69,24,7,2022-01-30 16:26:10,5170
69,24,7,2022-01-30 16:26:11,5171
69,24,7,2022-01-30 16:26:12,5172
69,24,7,2022-01-30 16:26:13,5173
69,24,7,2022-01-30 16:26:14,5174
69,24,7,2022-01-30 16:26:15,5175
69,24,7,2022-01-30 16:26:16,5176
69,24,7,2022-01-30 16:26:17,5177
69,24,7,2022-01-30 16:26:18,5178
69,24,7,2022-01-30 16:26:19,5179
69,24,7,2022-01-30 16:26:20,5180
69,24,7,2022-01-30 16:26:21,5181
69,24,7,2022-01-30 16:26:22,5182
69,24,7,2022-01-30 16:26:23,5183
69,24,7,2022-01-30 16:26:24,5184
69,24,7,2022-01-30 16:26:25,5185
69,24,7,2022-01-30 16:26:26,5186
69,24,7,2022-01-30 16:26:27,5187
69,24,7,2022-01-30 16:26:28,5188
69,24,7,2022-01-30 16:26:29,5189
69,24,7,2022-01-30 16:26:30,5190
69,24,7,2022-01-30 16:26:31,5191
69,24,7,2022-01-30 16:26:32,5192
69,24,7,2022-01-30 16:26:33,5193
69,24,7,2022-01-30 16:26:34,5194
69,24,7,2022-01-30 16:26:35,5195
69,24,7,2022-01-30 16:26:36,5196
69,24,7,2022-01-30 16:26:37,5197
69,24,7,2022-01-30 16:26:38,5198
69,24,7,2022-01-30 16:26:39,5199
69,24,7,2022-01-30 16:26:40,5200
69,24,7,2022-01-30 16:26:41,5201
69,24,7,2022-01-30 16:26:42,5202
69,24,7,2022-01-30 16:26:43,5203
69,24,7,2022-01-30 16:26:44,5204
69,24,7,2022-01-30 16:26:45,5205
69,24,7,2022-01-30 16:26:46,5206
69,24,7,2022-01-30 16:26:47,5207
69,24,7,2022-01-30 16:26:48,5208
69,24,7,2022-01-30 16:26:49,5209
69,24,7,2022-01-30 16:26:50,5210
69,24,7,2022-01-30 16:26:51,5211
69,24,7,2022-01-30 16:26:52,5212
69,24,7,2022-01-30 16:26:53,5213
69,24,7,2022-01-30 16:26:54,5214
69,24,7,2022-01-30 16:26:55,5215
69,24,7,2022-01-30 16:26:56,5216
69,24,7,2022-01-30 16:26:57,5217
69,24,7,2022-01-30 16:26:58,5218
69,24,7,2022-01-30 16:26:59,5219
69,24,7,2022-01-30 16:27:00,5220
69,24,7,2022-01-30 16:27:01,5221
69,24,7,2022-01-30 16:27:02,5222
69,24,7,2022-01-30 16:27:03,5223
69,24,7,2022-01-30 16:27:04,5224
69,24,7,2022-01-30 16:27:05,5225
69,24,7,2022-01-30 16:27:06,5226
69,24,7,2022-01-30 16:27:07,5227
69,24,7,2022-01-30 16:27:08,5228
69,24,7,2022-01-30 16:27:09,5229
69,24,7,2022-01-30 16:27:10,5230
69,24,7,2022-01-30 16:27:11,5231
69,24,7,2022-01-30 16:27:12,5232
69,24,7,2022-01-30 16:27:13,5233
69,24,7,2022-01-30 16:27:14,5234
69,24,7,2022-01-30 16:27:15,5235
69,24,7,2022-01-30 16:27:16,5236
69,24,7,2022-01-30 16:27:17,5237
69,24,7,2022-01-30 16:27:18,5238
69,24,7,2022-01-30 16:27:19,5239
69,24,7,2022-01-30 16:27:20,5240
69,24,7,2022-01-30 16:27:21,5241
69,24,7,2022-01-30 16:27:22,5242
69,24,7,2022-01-30 16:27:23,5243
