id,row,col,time, time_delta(s) 
25,99,51,2022-01-30 15:52:42,3162
25,96,50,2022-01-30 15:52:43,3163
25,93,50,2022-01-30 15:52:44,3164
25,90,47,2022-01-30 15:52:45,3165
25,87,44,2022-01-30 15:52:46,3166
25,84,41,2022-01-30 15:52:47,3167
25,81,38,2022-01-30 15:52:48,3168
25,78,35,2022-01-30 15:52:49,3169
25,75,32,2022-01-30 15:52:50,3170
25,72,29,2022-01-30 15:52:51,3171
25,69,26,2022-01-30 15:52:52,3172
25,66,23,2022-01-30 15:52:53,3173
25,63,21,2022-01-30 15:52:54,3174
25,60,21,2022-01-30 15:52:55,3175
25,57,21,2022-01-30 15:52:56,3176
25,54,21,2022-01-30 15:52:57,3177
25,51,21,2022-01-30 15:52:58,3178
25,48,21,2022-01-30 15:52:59,3179
25,45,21,2022-01-30 15:53:00,3180
25,42,21,2022-01-30 15:53:01,3181
25,39,21,2022-01-30 15:53:02,3182
25,36,21,2022-01-30 15:53:03,3183
25,33,18,2022-01-30 15:53:04,3184
25,30,15,2022-01-30 15:53:05,3185
25,27,12,2022-01-30 15:53:06,3186
25,24,10,2022-01-30 15:53:07,3187
25,21,10,2022-01-30 15:53:08,3188
25,18,10,2022-01-30 15:53:09,3189
25,15,10,2022-01-30 15:53:10,3190
25,12,10,2022-01-30 15:53:11,3191
25,9,10,2022-01-30 15:53:12,3192
25,9,10,2022-01-30 15:53:13,3193
25,9,10,2022-01-30 15:53:14,3194
25,9,10,2022-01-30 15:53:15,3195
25,9,10,2022-01-30 15:53:16,3196
25,9,10,2022-01-30 15:53:17,3197
25,9,10,2022-01-30 15:53:18,3198
25,9,10,2022-01-30 15:53:19,3199
25,9,10,2022-01-30 15:53:20,3200
25,9,10,2022-01-30 15:53:21,3201
25,9,10,2022-01-30 15:53:22,3202
25,9,10,2022-01-30 15:53:23,3203
25,9,10,2022-01-30 15:53:24,3204
25,9,10,2022-01-30 15:53:25,3205
25,9,10,2022-01-30 15:53:26,3206
25,9,10,2022-01-30 15:53:27,3207
25,9,10,2022-01-30 15:53:28,3208
25,9,10,2022-01-30 15:53:29,3209
25,9,10,2022-01-30 15:53:30,3210
25,9,10,2022-01-30 15:53:31,3211
25,9,10,2022-01-30 15:53:32,3212
25,9,10,2022-01-30 15:53:33,3213
25,9,10,2022-01-30 15:53:34,3214
25,9,10,2022-01-30 15:53:35,3215
25,9,10,2022-01-30 15:53:36,3216
25,9,10,2022-01-30 15:53:37,3217
25,9,10,2022-01-30 15:53:38,3218
25,9,10,2022-01-30 15:53:39,3219
25,9,10,2022-01-30 15:53:40,3220
25,9,10,2022-01-30 15:53:41,3221
25,9,10,2022-01-30 15:53:42,3222
25,9,10,2022-01-30 15:53:43,3223
25,9,10,2022-01-30 15:53:44,3224
25,9,10,2022-01-30 15:53:45,3225
25,9,10,2022-01-30 15:53:46,3226
25,9,10,2022-01-30 15:53:47,3227
25,9,10,2022-01-30 15:53:48,3228
25,9,10,2022-01-30 15:53:49,3229
25,9,10,2022-01-30 15:53:50,3230
25,9,10,2022-01-30 15:53:51,3231
25,9,10,2022-01-30 15:53:52,3232
25,9,10,2022-01-30 15:53:53,3233
25,9,10,2022-01-30 15:53:54,3234
25,9,10,2022-01-30 15:53:55,3235
25,9,10,2022-01-30 15:53:56,3236
25,9,10,2022-01-30 15:53:57,3237
25,9,10,2022-01-30 15:53:58,3238
25,9,10,2022-01-30 15:53:59,3239
25,9,10,2022-01-30 15:54:00,3240
25,9,10,2022-01-30 15:54:01,3241
25,9,10,2022-01-30 15:54:02,3242
25,9,10,2022-01-30 15:54:03,3243
25,9,10,2022-01-30 15:54:04,3244
25,9,10,2022-01-30 15:54:05,3245
25,9,10,2022-01-30 15:54:06,3246
25,9,10,2022-01-30 15:54:07,3247
25,9,10,2022-01-30 15:54:08,3248
25,9,10,2022-01-30 15:54:09,3249
25,9,10,2022-01-30 15:54:10,3250
25,9,10,2022-01-30 15:54:11,3251
25,9,10,2022-01-30 15:54:12,3252
25,99,51,2022-01-30 15:54:13,3253
25,96,50,2022-01-30 15:54:14,3254
25,93,50,2022-01-30 15:54:15,3255
25,90,47,2022-01-30 15:54:16,3256
25,87,44,2022-01-30 15:54:17,3257
25,84,41,2022-01-30 15:54:18,3258
25,81,38,2022-01-30 15:54:19,3259
25,78,35,2022-01-30 15:54:20,3260
25,75,32,2022-01-30 15:54:21,3261
25,72,29,2022-01-30 15:54:22,3262
25,69,26,2022-01-30 15:54:23,3263
25,66,23,2022-01-30 15:54:24,3264
25,63,21,2022-01-30 15:54:25,3265
25,60,21,2022-01-30 15:54:26,3266
25,57,21,2022-01-30 15:54:27,3267
25,54,21,2022-01-30 15:54:28,3268
25,51,21,2022-01-30 15:54:29,3269
25,48,21,2022-01-30 15:54:30,3270
25,45,21,2022-01-30 15:54:31,3271
25,42,21,2022-01-30 15:54:32,3272
25,39,21,2022-01-30 15:54:33,3273
25,36,21,2022-01-30 15:54:34,3274
25,33,18,2022-01-30 15:54:35,3275
25,30,15,2022-01-30 15:54:36,3276
25,27,12,2022-01-30 15:54:37,3277
25,24,10,2022-01-30 15:54:38,3278
25,21,10,2022-01-30 15:54:39,3279
25,18,10,2022-01-30 15:54:40,3280
25,15,10,2022-01-30 15:54:41,3281
25,12,10,2022-01-30 15:54:42,3282
25,9,10,2022-01-30 15:54:43,3283
25,9,10,2022-01-30 15:54:44,3284
25,9,10,2022-01-30 15:54:45,3285
25,9,10,2022-01-30 15:54:46,3286
25,9,10,2022-01-30 15:54:47,3287
25,9,10,2022-01-30 15:54:48,3288
25,9,10,2022-01-30 15:54:49,3289
25,9,10,2022-01-30 15:54:50,3290
25,9,10,2022-01-30 15:54:51,3291
25,9,10,2022-01-30 15:54:52,3292
25,9,10,2022-01-30 15:54:53,3293
25,9,10,2022-01-30 15:54:54,3294
25,9,10,2022-01-30 15:54:55,3295
25,9,10,2022-01-30 15:54:56,3296
25,9,10,2022-01-30 15:54:57,3297
25,9,10,2022-01-30 15:54:58,3298
25,9,10,2022-01-30 15:54:59,3299
25,9,10,2022-01-30 15:55:00,3300
25,9,10,2022-01-30 15:55:01,3301
25,9,10,2022-01-30 15:55:02,3302
25,9,10,2022-01-30 15:55:03,3303
25,9,10,2022-01-30 15:55:04,3304
25,9,10,2022-01-30 15:55:05,3305
25,9,10,2022-01-30 15:55:06,3306
25,9,10,2022-01-30 15:55:07,3307
25,9,10,2022-01-30 15:55:08,3308
25,9,10,2022-01-30 15:55:09,3309
25,9,10,2022-01-30 15:55:10,3310
25,9,10,2022-01-30 15:55:11,3311
25,9,10,2022-01-30 15:55:12,3312
25,9,10,2022-01-30 15:55:13,3313
25,9,10,2022-01-30 15:55:14,3314
25,9,10,2022-01-30 15:55:15,3315
25,9,10,2022-01-30 15:55:16,3316
25,9,10,2022-01-30 15:55:17,3317
25,9,10,2022-01-30 15:55:18,3318
25,9,10,2022-01-30 15:55:19,3319
25,9,10,2022-01-30 15:55:20,3320
25,9,10,2022-01-30 15:55:21,3321
25,9,10,2022-01-30 15:55:22,3322
25,9,10,2022-01-30 15:55:23,3323
25,9,10,2022-01-30 15:55:24,3324
25,9,10,2022-01-30 15:55:25,3325
25,9,10,2022-01-30 15:55:26,3326
25,9,10,2022-01-30 15:55:27,3327
25,9,10,2022-01-30 15:55:28,3328
25,9,10,2022-01-30 15:55:29,3329
25,9,10,2022-01-30 15:55:30,3330
25,9,10,2022-01-30 15:55:31,3331
25,9,10,2022-01-30 15:55:32,3332
25,9,10,2022-01-30 15:55:33,3333
25,9,10,2022-01-30 15:55:34,3334
25,9,10,2022-01-30 15:55:35,3335
25,9,10,2022-01-30 15:55:36,3336
25,9,10,2022-01-30 15:55:37,3337
25,9,10,2022-01-30 15:55:38,3338
25,9,10,2022-01-30 15:55:39,3339
25,9,10,2022-01-30 15:55:40,3340
25,9,10,2022-01-30 15:55:41,3341
25,9,10,2022-01-30 15:55:42,3342
25,9,10,2022-01-30 15:55:43,3343
25,7,10,2022-01-30 15:55:44,3344
25,10,13,2022-01-30 15:55:45,3345
25,13,16,2022-01-30 15:55:46,3346
25,16,19,2022-01-30 15:55:47,3347
25,19,22,2022-01-30 15:55:48,3348
25,22,25,2022-01-30 15:55:49,3349
25,25,28,2022-01-30 15:55:50,3350
25,28,28,2022-01-30 15:55:51,3351
25,31,28,2022-01-30 15:55:52,3352
25,34,28,2022-01-30 15:55:53,3353
25,37,27,2022-01-30 15:55:54,3354
25,37,27,2022-01-30 15:55:55,3355
25,37,27,2022-01-30 15:55:56,3356
25,37,27,2022-01-30 15:55:57,3357
25,37,27,2022-01-30 15:55:58,3358
25,37,27,2022-01-30 15:55:59,3359
25,37,27,2022-01-30 15:56:00,3360
25,37,27,2022-01-30 15:56:01,3361
25,37,27,2022-01-30 15:56:02,3362
25,37,27,2022-01-30 15:56:03,3363
25,37,27,2022-01-30 15:56:04,3364
25,37,27,2022-01-30 15:56:05,3365
25,37,27,2022-01-30 15:56:06,3366
25,37,27,2022-01-30 15:56:07,3367
25,37,27,2022-01-30 15:56:08,3368
25,37,27,2022-01-30 15:56:09,3369
25,37,27,2022-01-30 15:56:10,3370
25,37,27,2022-01-30 15:56:11,3371
25,37,27,2022-01-30 15:56:12,3372
25,37,27,2022-01-30 15:56:13,3373
25,37,27,2022-01-30 15:56:14,3374
25,37,27,2022-01-30 15:56:15,3375
25,37,27,2022-01-30 15:56:16,3376
25,37,27,2022-01-30 15:56:17,3377
25,37,27,2022-01-30 15:56:18,3378
25,37,27,2022-01-30 15:56:19,3379
25,37,27,2022-01-30 15:56:20,3380
25,37,27,2022-01-30 15:56:21,3381
25,37,27,2022-01-30 15:56:22,3382
